howfundId,tejId,FRId,FCId,FDId
how1066,T2723Y,Man049,,
how1067,T2724A,Man036,,
how1068,T2724B,,,
how1069,T2724C,,,
how1070,T2724D,Man039,,
how1071,T2724E,,,
how1072,T2726A,Man042,,
how1073,T2726B,Man043,,
how1074,T2726Y,Man041,,
how1075,T2727A,Man044,,
how1076,T2727B,,,
how1077,T2727C,,,
how1078,T2727D,Man002,,
how1079,T2727E,,,
how1080,T2727F,Man004,,
how1081,T2727G,,,
how1082,T2727H,Man006,,
how1083,T2727J,,,
how1084,T2729A,Man008,,
how1085,T2729B,,,
how1086,T2729C,Man010,,
how1087,T2729D,,,
how1088,T2730A,Man012,,
how1089,T2730B,,,
how1090,T2730C,Man014,,
how1091,T2730D,,,
how1092,T2733A,Man017,,
how1093,T2733Y,Man016,,
how1094,T2739Y,,,
how1095,T2740A,Man018,,
how1096,T2740B,,,
how1097,T2740C,Man020,,
how1098,T2740D,,,
how1099,T2751A,Man022,,
how1100,T2751B,,,
how1101,T2751C,Man024,,
how1102,T2751D,,,
how1103,T2751E,Man026,,
how1104,T2751F,,,
how1105,T2751G,Man028,,
how1106,T2751H,,,
how1107,T2763A,Man030,,
how1108,T2763B,,,
how1109,T2763C,Man032,,
how1110,T2763D,,,
how1111,T2763E,Man034,,
how1112,T2763F,,,
how1113,T2763G,,,
how1114,T2902Y,CSI004,,
how1115,T2903Y,CSI006,,
how1116,T3101Y,BRI002,,
how1117,T3102Y,BRI001,,
how1118,T3112Y,,,
how1119,T3113A,BRI004,,
how1120,T3113B,,,
how1121,T3113C,,,
how1122,T3113D,,,
how1123,T3114A,BRI008,,
how1124,T3114B,,,
how1125,T3114C,,,
how1126,T3114D,,,
how1127,T3201Y,,,
how1128,T3203Y,,,
how1129,T3204Y,,,
how1130,T3205Y,,,
how1131,T3207Y,,,
how1132,T3208Y,,,
how1133,T3209A,,,
how1134,T3209B,,,
how1135,T3209E,,,
how1136,T3209F,,,
how1137,T3210Y,,,
how1138,T3211Y,,,
how1139,T3213A,,,
how1140,T3213B,,,
how1141,T3214A,,,
how1142,T3214B,,,
how1143,T3214E,,,
how1144,T3214F,,,
how1145,T3217A,,,
how1146,T3217B,,,
how1147,T3217E,,,
how1148,T3217F,,,
how1149,T3218Y,,,
how1150,T3219Y,,,
how1151,T3220E,,,
how1152,T3220Y,,,
how1153,T3221Y,,,
how1154,T3222Y,,,
how1155,T3223Y,,,
how1156,T3224Y,,,
how1157,T3225Y,,,
how1158,T3227Y,,,
how1159,T3228Y,,,
how1160,T3230Y,,,
how1161,T3236Y,,,
how1162,T3237Y,,,
how1163,T3244Y,,,
how1164,T3245Y,,,
how1165,T3246Y,,,
how1166,T3248Y,,,
how1167,T3249A,,,
how1168,T3249B,,,
how1169,T3249E,,,
how1170,T3249F,,,
how1171,T3251Y,,,
how1172,T3252A,,,
how1173,T3252B,,,
how1174,T3254Y,,,
how1175,T3255Y,,,
how1176,T3256A,,,
how1177,T3256B,,,
how1178,T3256E,,,
how1179,T3256F,,,
how1180,T3259A,,,
how1181,T3259B,,,
how1182,T3259C,,,
how1183,T3259D,,,
how1184,T3259E,,,
how1185,T3259F,,,
how1186,T3267A,,,
how1187,T3267C,,,
how1188,T3267E,,,
how1189,T3276A,,,
how1190,T3276B,,,
how1191,T3276C,,,
how1192,T3276D,,,
how1193,T3276E,,,
how1194,T3276F,,,
how1195,T3276G,,,
how1196,T3276H,,,
how1197,T3276J,,,
how1198,T3276K,,,
how1199,T3287A,,,
how1200,T3287B,,,
how1201,T3287D,,,
how1202,T3287F,,,
how1203,T3293Y,,,
how1204,T3294C,,,
how1205,T3294Y,,,
how1206,T3295A,,,
how1207,T3295B,,,
how1208,T3295C,,,
how1209,T3295D,,,
how1210,T3295E,,,
how1211,T3295F,,,
how1212,T3302Y,USI002,,
how1213,T3303Y,USI003,,
how1214,T3305Y,USI004,,
how1215,T3306Y,USI001,,
how1216,T3308Y,USI017,,
how1217,T3322A,USI005,,
how1218,T3322B,,,
how1219,T3322C,USI007,,
how1220,T3322D,,,
how1221,T3326A,USI009,,
how1222,T3326B,,,
how1223,T3328A,USI018,,
how1224,T3328B,,,
how1225,T3328C,USI020,,
how1226,T3330A,USI021,,
how1227,T3330B,USI022,,
how1228,T3335A,USI011,,
how1229,T3335B,,,
how1230,T3335C,USI013,,
how1231,T3335D,,,
how1232,T3335E,USI015,,
how1233,T3335F,,,
how1234,T3501Y,,,
how1235,T3502Y,,,
how1236,T3510Y,,,
how1237,T3514A,,,
how1238,T3514B,,,
how1239,T3515Y,,,
how1240,T3516B,,,
how1241,T3516Y,MAI001,,
how1242,T3518Y,,,
how1243,T3520A,,,
how1244,T3520B,,,
how1245,T3521Y,,,
how1246,T3601Y,,,
how1247,T3602Y,,,
how1248,T3604Y,,,
how1249,T3605B,,,
how1250,T3605Y,,,
how1251,T3607B,,,
how1252,T3607Y,,,
how1253,T3608Y,,,
how1254,T3610Y,,,
how1255,T3614Y,,,
how1256,T3615Y,,,
how1257,T3617Y,,,
how1258,T3618Y,,,
how1259,T3619Y,,,
how1260,T3620Y,,,
how1261,T3621Y,,,
how1262,T3622Y,,,
how1263,T3623Y,,,
how1264,T3626A,,,
how1265,T3626B,,,
how1266,T3626C,,,
how1267,T3626D,,,
how1268,T3626E,,,
how1269,T3627A,,,
how1270,T3627B,,,
how1271,T3627C,,,
how1272,T3627D,,,
how1273,T3627E,,,
how1274,T3628A,,,
how1275,T3628B,,,
how1276,T3629A,,,
how1277,T3629B,,,
how1278,T3629C,,,
how1279,T3629D,,,
how1280,T3629E,,,
how1281,T3629F,,,
how1282,T3630A,,,
how1283,T3630B,,,
how1284,T3630C,,,
how1285,T3631A,,,
how1286,T3631B,,,
how1287,T3631C,,,
how1288,T3632A,,,
how1289,T3632B,,,
how1290,T3632C,,,
how1291,T3632D,,,
how1292,T3701Y,CSI005,,
how1293,T3702Y,CSI001,,
how1294,T3703Y,CSI007,,
how1295,T3704Y,CSI008,,
how1296,T3706Y,CSI009,,
how1297,T3707Y,CSI003,,
how1298,T3714Y,CSI002,,
how1299,T3715U,CSI054,,
how1300,T3715Y,CSI053,,
how1301,T3716Y,CSI052,,
how1302,T3720U,CSI056,,
how1303,T3720Y,CSI055,,
how1304,T3723U,CSI058,,
how1305,T3723Y,CSI057,,
how1306,T3726U,CSI011,,
how1307,T3726Y,CSI010,,
how1308,T3727Y,CSI012,,
how1309,T3728Y,CSI013,,
how1310,T3729Y,CSI014,,
how1311,T3731C,,,
how1312,T3731U,CSI016,,
how1313,T3731Y,CSI015,,
how1314,T3732A,CSI017,,
how1315,T3732B,,,
how1316,T3732C,CSI019,,
how1317,T3732D,,,
how1318,T3732E,CSI021,,
how1319,T3732F,,,
how1320,T3732G,,,
how1321,T3734U,CSI025,,
how1322,T3734Y,CSI024,,
how1323,T3735Y,CSI026,,
how1324,T3736Y,,,
how1325,T3737A,CSI027,,
how1326,T3737B,,,
how1327,T3739Y,,,
how1328,T3740U,CSI030,,
how1329,T3740Y,CSI029,,
how1330,T3741U,CSI032,,
how1331,T3741Y,CSI031,,
how1332,T3743A,CSI033,,
how1333,T3743B,,,
how1334,T3743C,CSI035,,
how1335,T3743D,,,
how1336,T3743E,,,
how1337,T3743F,CSI037,,
how1338,T3744Y,,,
how1339,T3745A,CSI038,,
how1340,T3745B,CSI039,,
how1341,T3767A,CSI040,,
how1342,T3767B,CSI041,,
how1343,T3768A,CSI042,,
how1344,T3768B,,,
how1345,T3768C,CSI044,,
how1346,T3768D,CSI045,,
how1347,T3769A,CSI046,,
how1348,T3769B,,,
how1349,T3769C,CSI048,,
how1350,T3769D,,,
how1351,T3769E,CSI050,,
how1352,T3769F,CSI051,,
how1353,T3771A,CSI059,,
how1354,T3771B,CSI060,,
how1355,T3771C,CSI061,,
how1356,T3771D,CSI062,,
how1357,T3801Y,FIL002,,
how1358,T3803Y,FIL001,,
how1359,T4001Y,DEF003,,
how1360,T4002Y,DEF001,,
how1361,T4003Y,DEF002,,
how1362,T4006Y,DEF015,,
how1363,T4009A,DEF004,,
how1364,T4009B,,,
how1365,T4011Y,DEF006,,
how1366,T4012A,DEF007,,
how1367,T4012B,,,
how1368,T4012C,DEF009,,
how1369,T4012D,,,
how1370,T4012E,DEF011,,
how1371,T4012F,,,
how1372,T4014A,DEF013,,
how1373,T4014B,DEF014,,
how1374,T4101Y,KGI001,,
how1375,T4102Y,KGI002,,
how1376,T4103Y,KGI019,,
how1377,T4105Y,KGI020,,
how1378,T4112Y,KGI003,,
how1379,T4114Y,KGI004,,
how1380,T4115Y,KGI005,,
how1381,T4117Y,KGI006,,
how1382,T4119Y,KGI007,,
how1383,T4121A,KGI008,,
how1384,T4121B,,,
how1385,T4122Y,KGI010,,
how1386,T4123A,KGI011,,
how1387,T4123B,KGI012,,
how1388,T4124A,KGI013,,
how1389,T4124B,KGI014,,
how1390,T4124C,KGI015,,
how1391,T4125A,KGI016,,
how1392,T4125B,KGI017,,
how1393,T4125C,KGI018,,
how1394,T4202Y,SCH005,,
how1395,T4209A,,,
how1396,T4209Y,SCH004,,
how1397,T4214A,SCH006,,
how1398,T4214B,,,
how1399,T4214C,,,
how1400,T4216A,SCH009,,
how1401,T4216B,,,
how1402,T4216C,SCH011,,
how1403,T4216D,,,
how1404,T4216E,SCH013,,
how1405,T4216F,,,
how1406,T4218A,SCH015,,
how1407,T4218B,,,
how1408,T4218C,SCH002,,
how1409,T4218D,,,
how1410,T4219A,,,
how1411,T4219B,,,
how1412,T4219C,,,
how1413,T4301Y,,,
how1414,T4302Y,,,
how1415,T4303Y,,,
how1416,T4309Y,,,
how1417,T4314Y,,,
how1418,T4322A,,,
how1419,T4322B,,,
how1420,T4325A,,,
how1421,T4325B,,,
how1422,T4332Y,,,
how1423,T4404Y,VPC001,,
how1424,T4501Y,FTS050,,
how1425,T4502Y,FTS015,,
how1426,T4503A,FTS016,,
how1427,T4503B,,,
how1428,T4503C,FTS018,,
how1429,T4503D,,,
how1430,T4504A,FTS052,,
how1431,T4504B,FTS053,,
how1432,T4504Y,FTS051,,
how1433,T4505Y,FTS020,,
how1434,T4506Y,FTS021,,
how1435,T4507Y,FTS004,,
how1436,T4508A,FTS022,,
how1437,T4508B,,,
how1438,T4508C,FTS024,,
how1439,T4508D,,,
how1440,T4508E,FTS002,,
how1441,T4508F,,,
how1442,T4509A,FTS006,,
how1443,T4509B,FTS007,,
how1444,T4509Y,FTS005,,
how1445,T4510Y,FTS008,,
how1446,T4511Y,FTS009,,
how1447,T4512A,FTS010,,
how1448,T4512B,,,
how1449,T4512C,FTS012,,
how1450,T4512D,,,
how1451,T4512E,FTS014,,
how1452,T4512F,,,
how1453,T4512G,FTS026,,
how1454,T4512H,,,
how1455,T4512J,FTS028,,
how1456,T4512K,,,
how1457,T4513Y,,,
how1458,T4514A,FTS030,,
how1459,T4514B,,,
how1460,T4514C,FTS032,,
how1461,T4514D,,,
how1462,T4515A,FTS038,,
how1463,T4515B,FTS039,,
how1464,T4515Y,FTS037,,
how1465,T4516A,FTS035,,
how1466,T4516B,FTS036,,
how1467,T4516Y,FTS034,,
how1468,T4517A,FTS040,,
how1469,T4517B,FTS041,,
how1470,T4518A,FTS042,,
how1471,T4518B,,,
how1472,T4518C,FTS044,,
how1473,T4518D,,,
how1474,T4518E,FTS046,,
how1475,T4518F,,,
how1476,T4518G,FTS048,,
how1477,T4518H,,,
how1478,T4519A,,,
how1479,T4519B,,,
how1480,T4519C,,,
how1481,T4519D,,,
how1482,T4519E,,,
how1483,T4702Y,TST034,,
how1484,T4703Y,TST002,,
how1485,T4706Y,TST018,,
how1486,T4711Y,TST003,,
how1487,T4712Y,TST021,,
how1488,T4713Y,TST033,,
how1489,T4714Y,TST020,,
how1490,T4717B,,,
how1491,T4717C,TST017,,
how1492,T4717D,,,
how1493,T4717Y,TST016,,
how1494,T4719Y,TST022,,
how1495,T4720Y,TST001,,
how1496,T4732Y,TST019,,
how1497,T4737Y,TST004,,
how1498,T4739Y,TST005,,
how1499,T4744A,TST006,,
how1500,T4744B,,,
how1501,T4744C,TST007,,
how1502,T4744D,,,
how1503,T4746Y,TST008,,
how1504,T4748A,TST009,,
how1505,T4748B,,,
how1506,T4750Y,TST010,,
how1507,T4751Y,TST011,,
how1508,T4752A,TST012,,
how1509,T4752B,,,
how1510,T4752C,TST013,,
how1511,T4752D,,,
how1512,T4752E,,,
how1513,T4753A,,,
how1514,T4753B,,,
how1515,T4753C,,,
how1516,T4753D,,,
how1517,T4801Y,TCT001,,
how1518,T4804A,TCT002,,
how1519,T4804B,,,
how1520,T4804C,TCT004,,
how1521,T4804D,,,
how1522,T4804E,TCT006,,
how1523,T4804F,,,
how1524,T4804G,TCT008,,
how1525,T4804H,,,
how1526,T4804J,,,
how1527,T4805Y,TCT011,,
how1528,T4806A,TCT012,,
how1529,T4806B,,,
how1530,T4806C,TCT014,,
how1531,T4806D,,,
how1532,T4806E,TCT016,,
how1533,T4806F,,,
how1534,T4807Y,,,
how1535,T4808A,TCT019,,
how1536,T4808B,,,
how1537,T4808C,TCT021,,
how1538,T4808D,,,
how1539,T4901Y,,,
how1540,TI2302,,,
how1541,TI2304,,,
how1542,TI2306,,,
how1543,TI2307,,,
how1544,TI2308,,,
how1545,TI2309,,,
how1546,TI2402,,,
how1547,TI2403,,,
how1548,TI2404,,,
how1549,TI2405,,,
how1550,TI2406,,,
how1551,TI2407,,,
how1552,TI2601,,,
how1553,TI2602,,,
how1554,TS49,,,
how1555,TS55,,,
how1556,TS5501,,,
how1557,TS5502,,,
how1558,TS5503,,,
how1559,TSB5,,,
how1560,TSB501,,,
how1561,TT101Y,,,
how1562,TT301Y,,,
how1563,TT42,,,
how1564,TT4201,,,
how1565,TT43,,,
how1566,TT501Y,,,
how1567,TT502Y,,,
how1568,TT601Y,,,
how1569,UI25,,,
how1570,UI26,,,
how1571,UI27,,,
how1572,UOA01,,,
how1573,Y5556,,,
how1574,YT106,,,
how1575,YT107,,,
how1576,YT109,,,
how1577,YT110,,,
how1578,YT111,,,
how1579,YT112,,,
how1580,YT113,,,
how1581,YT114,,,
how1582,Z399005,,,
how1583,Z399006,,,
how1584,Z399106,,,
howF1,AEB08,17023,000EPCGSBI,AEB08
howF2,AEB10,17031,000EPCWDEI,AEB10
howF3,AEB11,17028,000EPCLCEI,AEB11
howF4,AEB13,17034,000AMEFEUA,AEB13
howF5,AEB14,17021,000EPCEUEI,AEB14
howF6,AEB18,,000EPCEMDI,AEB18
howF7,AEB22,17024,000EPCGSBIE,AEB22
howF8,AEB24,17032,000EPCWDEIE,AEB24
howF9,AEB25,17029,000EPCLCEIE,AEB25
howF10,AEB27,17035,000AMEFEUAE,AEB27
howF11,AEB28,17022,000EPCEUEIU,AEB28
howF12,AEB32,,000EPCEMDIE,AEB32
howF13,AEB34,,000EPCEMDIUP,AEB34
howF14,AEB38,,000SBEMDI,AEB38
howF15,AEB39,,000SBEMDIUP,AEB39
howF16,AEB56,,000SBEMDIE,AEB56
howF17,AEB69,17025,000EPCGSBIEH,AEB69
howF18,AEB70,17033,000EPCWDEIEH,AEB70
howF19,AEB71,17030,000EPCLCEIEH,AEB71
howF20,AEB73,17036,000AMEFEUAEH,AEB73
howF21,AEB77,,000EPCEMDIEH,AEB77
howF22,AEB82,17027,000EPCGSBIUP,AEB78
howF23,AEB91,17015,000AMGEMAUUP,AEB90
howF24,AEB92,17013,000AMGEMAUEH,AEB92
howF25,AEB93,17012,000AMGEMAUE,AEBC4
howF26,AEB94,17011,000AMGEMAU,AEBC3
howF27,AEB95,17008,000AMESTAUEH,AEB96
howF28,AEB96,17007,000AMESTAUE,
howF29,AEB97,17006,000AMESTAU,AEB93
howF30,AEB98,17005,000AMEHIBAUP,AEB98
howF31,AEB99,17004,000AMEHIBAEH,AEBA0
howF32,AEBA0,17003,000AMEHIBAE,AEB99
howF33,AEBA1,17002,000AMEHIBA,AEB97
howF34,AEBA2,17001,000AMEGLEEEH,AEB88
howF35,AEBA3,17038,000AMEGLEEE,AEB87
howF36,AEBA4,17037,000AMEGLEE,AEB86
howF37,AEBA7,17010,000AMESTAUUP,AEB94
howF38,AEBA9,17026,000EPCGSBIEP,AEBC1
howF39,AEBB0,,000EPCEMDIEP,AEBB9
howF40,AEBB1,17009,000AMESTAUEP,AEBB7
howF41,AEBC4,17014,000AMGEMAUEP,AEBC5
howF42,AEBC5,,000EPCLCIU,AEBD9
howF43,AEBC6,,000AMUSIEH,AEBE0
howF44,AEBD2,,000AMEXIEH,AEBD2
howF45,AEBD3,,000EPCEUIE,AEBE5
howF46,AEBD5,,000THUHIEH,AEBD3
howF47,AEBD6,,000AMEFUIU,AEBE2
howF48,AEBD7,,000AMEFIEH,AEBE1
howF49,AEBD8,,000AMGEMIU,AEBC8
howF50,AEBD9,,000AMEGEMIEH,AEBC7
howF51,AEBE1,,000AMXEMDIEH,AEBC9
howF52,AEBE2,,000AEFGLIU,AEBD6
howF53,AEBE4,,000EPCLCIUE,AEBF2
howF54,AEBE8,,000EPCEUIEU,AEBF4
howF55,AEBF0,,000AMEFUIUE,AEBF3
howF56,AEBF3,,000AEFGLIUE,AEBF0
howF57,AEBF4,108005,000TGEDRNILN,AEBF9
howF58,AEBF5,108001,000TGEERNILN,AEBG3
howF59,AEBF6,108004,000TGEDRNALN,AEBF8
howF60,AEBF7,108006,000TGEERNALN,AEBG2
howF61,AEBF8,,000TGEDINILN,AEBF7
howF62,AEBF9,,000TGEEINILN,AEBG1
howF63,AEBG0,,000TGEDINALN,AEBF6
howF64,AEBG1,,000TGEEINALN,AEBG0
howF65,AEBG2,17039,000TPEEAUH,AEBG4
howF66,AEBG3,108003,000THGEMIULN,AEBG5
howF67,AEBG4,108002,000THGEMIALN,AEBG6
howF68,AEBG5,108008,000TNESRIE,AEBG9
howF69,AEBG6,108009,000TNESRNA,AEBG7
howF70,AEBG7,108007,000TDNESL1LN,AEBG8
howF71,AEBG8,,000TNESIIE,AEBH2
howF72,AEBG9,,000TNESINA,AEBH0
howF73,AEBH0,,000TDNESL2LN,AEBH1
howF74,AEBH1,,000TAMERBU,AEBH6
howF75,AEBH2,,000TGEEBUU,AEBH3
howF76,AEBH3,,000THGFBUU,AEBH7
howF77,AEBH4,,000TPEEBUH,AEBH4
howF78,AEBH5,,000THGAABU,AEBH5
howF79,AFZ01,,LU0442405998,AMU13
howF80,AFZ02,,LU0442406616,AMU14
howF81,AFZ03,,LU0370201419,AMU17
howF82,AFZ04,,LU0347595026,AMU15
howF83,AFZ05,,LU0347595455,AMU16
howF84,AFZ06,,LU0442406459,AMU18
howF85,AFZ07,,LU0752743277,AMU19
howF86,AFZ08,,LU0068578508,AMU20
howF87,AFZ09,,LU1095741986,AMU23
howF88,AFZ10,,LU1095742018,AMU21
howF89,AFZ11,,LU1095741804,AMU22
howF90,AFZ12,,,AMU24
howF91,AFZ13,,,AMU25
howF92,AFZ14,,,AMU26
howF93,AFZ15,,,AMU27
howF94,AFZ16,,,AMU28
howF95,AFZ17,,,AMU29
howF96,AFZ18,,,AMU30
howF97,AIZ01,,AJSCY,AIZ01
howF98,AIZ02,,AESCY,
howF99,AIZ14,,ASEAY,AIZ14
howF100,AIZ18,,AGBDY,AIZ18
howF101,AIZ19,2010,AJSCA3,AIZ19
howF102,AIZ20,2025,AESCA1,AIZ20
howF103,AIZ21,2004,AGBDA,AIZ21
howF104,AIZ24,,AJNHY,AIZ24
howF105,AIZ25,,AAETY,AIZ25
howF106,AIZ26,,AEUFY,AIZ26
howF107,AIZ27,2028,AJNHA,AIZ27
howF108,AIZ28,2001,AAETA,AIZ28
howF109,AIZ29,2024,AEUFA,AIZ29
howF110,AIZ30,2009,AJNHA3,AIZ30
howF111,AIZ31,,AESCY1,AIZ47
howF112,AIZ33,,AJSCY3,AIZ45
howF113,AIZ34,,AEEEA,AIZ37
howF114,AIZ35,,AEEEY,AIZ35
howF115,AIZ37,,AEMBA,AIZ39
howF116,AIZ38,,AEMBY,AIZ38
howF117,AIZ39,2007,AGEQA,AIZ34
howF118,AIZ40,,AGEQY,AIZ33
howF119,AIZ43,2013,ALAFA,AIZ42
howF120,AIZ44,,ALAFY,AIZ40
howF121,AIZ48,2008,AIEQA,AIZ49
howF122,AIZ49,,AIEQY,AIZ48
howF123,AIZ51,2011,AJSPA,AIZ52
howF124,AIZ52,,AJSPY,AIZ50
howF125,AIZ53,,AJSPY3,AIZ51
howF126,AIZ55,,AEMBAD,AIZ54
howF127,AIZ56,2017,ALCRA,AIZ55
howF128,AIZ57,,ALCRY,AIZ56
howF129,AIZ58,,ASBMA,AIZ57
howF130,AIZ59,,ASBMYD,AIZ58
howF131,AIZ62,,AEMLY,AIZ61
howF132,AIZ67,,ALSPA,AIZ66
howF133,AIZ68,,ALSPY,AIZ67
howF134,AIZ71,2002,ABWFA,AIZ74
howF135,AIZ72,,ABWFY,AIZ84
howF136,AIZ73,2005,AGCEA,AIH01
howF137,AIZ74,,AGCEY,AIZ71
howF138,AIZ75,2006,AGEMA,AIH02
howF139,AIZ76,,AGEMY,AIZ70
howF140,AIZ77,2027,ASEAA,AIZ72
howF141,AIZ78,2020,AEMLA,AIZ76
howF142,AIZ79,2023,AEMLAD,AIZ77
howF143,AIZ80,,ASBMAD,AIZ78
howF144,AIZ81,,AEMBA6HD,AIZ79
howF145,AIZ84,2021,AEMLA6HD,AIZ82
howF146,AIZ85,2022,AEMLA9HD,AIZ83
howF147,AIZ86,2003,ABWFAC,AIZ85
howF148,ALZ01,29004,ABAGPAUSD,ALZ01
howF149,ALZ02,29078,ABIHCAUSD,ALZ02
howF150,ALZ03,29079,ABITFAUSD,ALZ03
howF151,ALZ04,,ABGGTAUSD,ALZ04
howF152,ALZ05,,ABEMGAUSD,ALZ05
howF153,ALZ06,,ABILFAUSD,ALZ06
howF154,ALZ08,,ABGBPAUSD,ALZ08
howF155,ALZ09,,ABSMDAUSD,ALZ09
howF156,ALZ10,29005,ABAIPA2USD,ALZ10
howF157,ALZ13,,ABAIPAUSD,ALZ13
howF158,ALZ14,,ABSMDA2USD,ALZ14
howF159,ALZ16,,ABGHYAUSD,ALZ16
howF160,ALZ17,29094,ABUSREAUSD,ALZ17
howF161,ALZ19,,ABUSREAEUR,ALZ19
howF162,ALZ21,,ABGBPAEUR,ALZ21
howF163,ALZ22,,ABGHYAEUR,ALZ22
howF164,ALZ24,,ABEMGAEUR,ALZ24
howF165,ALZ25,,ABEMGBUSD,ALZ25
howF166,ALZ26,,ABGGTAEUR,ALZ26
howF167,ALZ27,,ABGGTBUSD,ALZ27
howF168,ALZ28,,ABIHCAEUR,ALZ28
howF169,ALZ29,,ABIHCBUSD,ALZ29
howF170,ALZ30,,ABITFAEUR,ALZ30
howF171,ALZ31,,ABITFBUSD,ALZ31
howF172,ALZ32,,ABAGPAEUR,ALZ32
howF173,ALZ33,,ABAGPBUSD,ALZ33
howF174,ALZ34,,ABILFAEUR,ALZ34
howF175,ALZ35,,ABILFBUSD,ALZ35
howF176,ALZ38,,ABUSREBUSD,ALZ38
howF177,ALZ40,29054,ABGBPA2USD,ALZ40
howF178,ALZ41,,ABAIPAEUR,ALZ41
howF179,ALZ42,,ABSMDAEUR,ALZ42
howF180,ALZ45,29064,ABGHYA2USD,ALZ45
howF181,ALZ46,,ABGBPA2EUR,ALZ46
howF182,ALZ47,,ABAIPA2EUR,ALZ47
howF183,ALZ48,,ABSMDA2EUR,ALZ48
howF184,ALZ50,,ABGHYA2EUR,ALZ50
howF185,ALZ53,,ABAIPB2USD,ALZ53
howF186,ALZ54,,ABGBPB2USD,ALZ54
howF187,ALZ55,,ABGHYB2USD,ALZ55
howF188,ALZ56,,ABSMDB2USD,ALZ56
howF189,ALZ58,29060,ABGBPATUSD,ALZ58
howF190,ALZ59,29011,ABAIPATUSD,ALZ59
howF191,ALZ60,29070,ABGHYATUSD,ALZ60
howF192,ALZ61,,ABAIPBTUSD,ALZ61
howF193,ALZ63,,ABAIPBUSD,ALZ63
howF194,ALZ64,,ABGBPBUSD,ALZ64
howF195,ALZ65,,ABGHYBUSD,ALZ65
howF196,ALZ66,,ABSMDBUSD,ALZ66
howF197,ALZ68,,ABGHYBTUSD,ALZ68
howF198,ALZ70,,ABGBPBTUSD,ALZ70
howF199,ALZ73,,ABAGPBEUR,ALZF8
howF200,ALZ75,,ABAGPCEUR,
howF201,ALZ76,,ABAGPCUSD,
howF202,ALZ77,,ABAGPIEUR,ALZH5
howF203,ALZ78,,ABAGPIUSD,ALZH6
howF204,ALZ79,,ABAGPS1EUR,ALB30
howF205,ALZ80,,ABAGPS1USD,ALB31
howF206,ALZ83,,ABAIPB2EUR,ALZF9
howF207,ALZ84,,ABAIPBEUR,ALZ73
howF208,ALZ85,,ABAIPC2EUR,
howF209,ALZ86,,ABAIPCEUR,
howF210,ALZ87,,ABAIPCUSD,
howF211,ALZ88,,ABAIPI2EUR,ALZI1
howF212,ALZ89,,ABAIPIEUR,ALZI2
howF213,ALZ90,,ABAIPIUSD,ALZI4
howF214,ALZ92,,ABAIPS1EUR,
howF215,ALZ93,,ABAIPS1USD,ALBH0
howF216,ALZ94,,ABAIPSEUR,
howF217,ALZ95,,ABAIPSUSD,
howF218,ALZ96,,ABEGPAEUR,ALZ77
howF219,ALZ97,,ABEGPAUSD,ALZ78
howF220,ALZ98,,ABEGPBEUR,ALZ79
howF221,ALZ99,,ABEGPCEUR,
howF222,ALZA0,,ABEGPCUSD,
howF223,ALZA1,,ABEGPIEUR,ALZI8
howF224,ALZA2,,ABEGPIUSD,ALZI6
howF225,ALZA5,29026,ABEIOPA2EUR,ALZ85
howF226,ALZA6,,ABEIOPA2USD,ALZ86
howF227,ALZA7,,ABEIOPAEUR,ALZ83
howF228,ALZA8,29031,ABEIOPATEUR,ALZ87
howF229,ALZA9,,ABEIOPAUSD,ALZ84
howF230,ALZAA,29063,ABGHYA2HEDGE,ALZU5
howF231,ALZAB,29068,ABGHYATHEDGE,ALZU6
howF232,ALZAC,,ABGHYB2HEDGE,ALZU7
howF233,ALZAD,,ABGHYBTHEDGE,ALZU8
howF234,ALZAE,,ABGHYC2HEDGE,ALZU9
howF235,ALZAF,,ABGHYI2HEDGE,ALZV0
howF236,ALZAG,,ABGHYS1EUR,
howF237,ALZAH,,ABGHYSUSD,
howF238,ALZAI,,ABGHYSEUR,
howF239,ALZAJ,29067,ABGHYATAUDH,ALZV1
howF240,ALZAK,,ABGHYBTAUDH,ALZV2
howF241,ALZAM,29003,ABAGPAHEDGE,ALZW0
howF242,ALZAN,,ABAGPBHEDGE,ALZW1
howF243,ALZAO,,ABAGPCHEDGE,
howF244,ALZAP,,ABAGPIHEDGE,ALZW3
howF245,ALZAQ,29033,ABEMDA2HEDGE,ALZV7
howF246,ALZAR,29038,ABEMDATHEDGE,ALZV8
howF247,ALZAS,29037,ABEMDATAUDH,ALZV4
howF248,ALZAT,,ABEMDB2HEDGE,ALZV9
howF249,ALZAU,,ABEMDBTHEDGE,ALZW4
howF250,ALZAV,,ABEMDBTAUDH,ALZV5
howF251,ALZAX,29008,ABAIPATAUDH,ALZW5
howF252,ALZAY,,ABAIPBTAUDH,ALZW6
howF253,ALZB0,,ABEIOPB2EUR,ALZ90
howF254,ALZB1,,ABEIOPBEUR,ALZ88
howF255,ALZB2,,ABEIOPBTEUR,ALZ92
howF256,ALZB3,,ABEIOPBUSD,ALZ89
howF257,ALZB4,,ABEIOPC2EUR,
howF258,ALZB5,,ABEIOPC2USD,
howF259,ALZB6,,ABEIOPCEUR,
howF260,ALZB7,,ABEIOPCUSD,
howF261,ALZB8,,ABEIOPI2EUR,ALZJ3
howF262,ALZB9,,ABEIOPI2USD,ALZJ5
howF263,ALZBA,,ABEMGAAUDH,ALZW8
