howfundId,tejId,FRId,FCId,FDId
howF802,AVI06,75005,1528LU0300873642,AVI07
howF803,AVI07,75015,1501LU0047882062,AVI06
howF804,AVI08,75002,1310LU0180621863,AVI08
howF805,AVI09,75006,1209LU0273496686,AVI10
howF806,AVI10,75018,1301LU0137992961,AVI09
howF807,AVI11,75009,1310LU0206569211,AVI11
howF808,AVI12,75008,1211LU0459039664,AVI12
howF809,AVI13,75001,1211LU0490651758,AVI13
howF810,AVI14,75004,1404LU0010019817,AVI14
howF811,AVI16,75007,1209LU0274935138,AVI16
howF812,AVI18,75003,1316LU0428042740,AVI17
howF813,AVI19,75012,1316LU0432678927,AVI18
howF814,AVI20,75010,1313LU0562505734,AVI19
howF815,AVI21,75011,1313LU0562505817,AVI20
howF816,AVI22,75020,1307LU0401378400,AVI21
howF817,AVI25,75013,1320LU0562506468,AVI24
howF818,AVI26,75014,1320LU0562507193,VI25
howF819,AVI27,75022,LU1283677133,AVI27
howF820,AVI28,75021,LU1277592439,AVI28
howF821,AZZ01,,AZMAEDA,
howF822,AZZ02,,AZMAEDATUN,SIZ18
howF823,AZZ03,,AZMAEDATUH,SIZ17
howF824,AZZ04,,AZMAEDATE,SIZ16
howF825,AZZ05,,AZMAEDBTUN,SIZ22
howF826,AZZ06,,AZMAEDBTUH,SIZ21
howF827,AZZ07,,AZMAEDBTE,SIZ20
howF828,AZZ08,,AZMAEDB,SIZ19
howF829,AZZ09,,AZMAITA,SIZ23
howF830,AZZ10,,AZMAITATUN,SIZ26
howF831,AZZ11,,AZMAITATUH,SIZ25
howF832,AZZ12,,AZMAITATE,SIZ24
howF833,AZZ13,,AZMAITBTUN,SIZ30
howF834,AZZ14,,AZMAITBTUH,SIZ29
howF835,AZZ15,,AZMAITBTE,SIZ28
howF836,AZZ16,,AZMAITB,SIZ27
howF837,BOC01,,8201,KGI01
howF838,CCZ24,90003,IE00B608ZL18,KBC25
howF839,CCZ25,90002,IE00B3M56T43,KBC24
howF840,CCZ26,90004,IE00BCZRR312,KBC28
howF841,CCZ27,90001,IE00BDGTG145,KBC29
howF842,CPA01,105050,IOABUA,IOF06
howF843,CPA02,105023,IOGTUA,IOF02
howF844,CPA03,105035,IOPEUA,IOF01
howF845,CPA04,105090,IWVEUA,IOF07
howF846,CPA05,105003,UHGBUA,IOF03
howF847,CPA06,105006,UHYBUA,IOF05
howF848,CPA07,105010,UIGBUA,IOF04
howF849,CPA09,105020,IOEIEA,IOF12
howF850,CPA10,105025,IOIEUA,IOF10
howF851,CPA11,105054,IOTHUA,IOF09
howF852,CPA12,105062,IOALBA,IOF11
howF853,CPA13,105053,IOABUM,IOF17
howF854,CPA14,105063,IOALBM,IOF18
howF855,CPA15,105021,IOEIEM,IOF16
howF856,CPA16,105004,UHGBUM,IOF13
howF857,CPA17,105007,UHYBUM,IOF15
howF858,CPA18,105011,UIGBUM,IOF14
howF859,CPA19,105064,IOCEUA,IOF19
howF860,CPA20,105022,IOGCUA,IOF20
howF861,CPA21,105077,IUSBUA,IOF22
howF862,CPA22,105024,IOHEUA,IOF21
howF863,CPA23,105032,IOINUA,IOF25
howF864,CPA24,105047,IAIEUA,IOF27
howF865,CPA25,105060,IOAEUA,IOF26
howF866,CPA26,105034,IOLAUA,IOF23
howF867,CPA27,105065,IODPUA,IOF24
howF868,CPA28,105089,IUSBUM,IOF28
howF869,CPA29,105072,IUCBUM,IOF32
howF870,CPA30,105071,IUCBUA,IOF29
howF871,CPA31,105033,IOJEUA,IOF31
howF872,CPA32,105048,IAPEUA,IOF30
howF873,CPA33,105049,IOABAA,IOF33
howF874,CPA34,105061,IOALAA,IOF36
howF875,CPA35,105005,UHYBAA,IOF34
howF876,CPA36,105073,IUSBAA,IOF37
howF877,CPA37,105009,UIGBAA,IOF35
howF878,CPA38,105070,IUCBAA,IOF38
howF879,CPA39,105069,IUCBA1,IOF39
howF880,CPA40,105082,ABZ,IOF43
howF881,CPA41,105017,ALZ,IOF44
howF882,CPA42,105002,UGZ,IOF42
howF883,CPA43,105012,UP1,IOF40
howF884,CPA44,105001,UCZ,IOF45
howF885,CPA45,105008,UHZ,IOF41
howF886,CPA46,,ABB,IOF48
howF887,CPA47,,ASC,IOF49
howF888,CPA48,,ALB,IOF50
howF889,CPA49,,ALC,IOF51
howF890,CPA50,,UYB,IOF46
howF891,CPA51,,UYC,IOF47
howF892,CPA52,,UPB,IOF52
howF893,CPA53,,UC6,IOF53
howF894,CPA54,105036,AND,IOF55
howF895,CPA55,105051,AL7,IOF56
howF896,CPA56,105013,USY,IOF54
howF897,CPA57,105097,UCS,IOF57
howF898,CPA58,105080,UCP,IOF58
howF899,CPA59,,GMA,IOF60
howF900,CPA60,,GMM,IOF61
howF901,CPA61,,GGM,IOF59
howF902,CPA62,,GZM,IOF62
howF903,CPA63,105056,DUA,IOF64
howF904,CPA64,105058,DUU,IOF63
howF905,CPA65,105057,DUN,IOF66
howF906,CPA66,105059,DUZ,IOF65
howF907,CPA67,105045,AIA,IOF67
howF908,CPA70,105015,WV2,IOF71
howF909,CPA71,105014,WV1,IOF70
howF910,CPA72,105087,WV4,IOF73
howF911,CPA73,105086,WV3,IOF72
howF912,CPA74,105042,AEH,IOF75
howF913,CPA75,105041,AEG,IOF74
howF914,CPA76,105044,AEL,IOF77
howF915,CPA77,105043,AEK,IOF76
howF916,CPA78,,GE3,IOF82
howF917,CPA79,,GE2,IOF81
howF918,CPA80,,GE5,IOF84
howF919,CPA81,,GE0,IOF80
howF920,CPA82,,GE4,IOF83
howF921,CPA83,105088,WV7,IOF78
howF922,CPA84,105081,AB2,IOF79
howF923,CPA85,105037,AVA,IOF85
howF924,CPA86,105038,CE2,IOF86
howF925,CPA87,105040,CE4,IOF89
howF926,CPA88,105052,CE5,IOF88
howF927,CPA89,105084,AE6,IOF91
howF928,CPA90,105083,AE5,IOF90
howF929,CPA91,105085,AE7,IOF93
howF930,CPA92,105016,AE8,IOF92
howF931,CPA93,105039,CE3,IOF87
howF932,CPA94,105067,NA2,IOF95
howF933,CPA95,105066,NA1,IOF94
howF934,CPA96,105078,NA4,IOF97
howF935,CPA97,105068,NA3,IOF96
howF936,CPA98,105074,JE4,IOF98
howF937,CPA99,105055,JE3,IOF99
howF938,CPAA0,105075,JE5,IOFA0
howF939,CPAA1,105076,JE6,IOFA1
howF940,CPAA2,105096,U1A,IOFA2
howF941,CPAA3,105092,JDA,IOFA3
howF942,CPAA4,105093,JDF,IOFA4
howF943,CPAA5,105091,JD9,IOFA5
howF944,CPAA6,105079,T05,IOFA6
howF945,CPAA7,105094,T06,IOFA7
howF946,CPAA8,105095,T07,IOFA8
howF947,CRZ01,117002,LU0992628692,KBC30
howF948,CRZ02,117001,,KBC31
howF949,CRZ03,117003,,KBC32
howF950,CTY27,,IE0002270589,CTY27
howF951,CTY28,,IE0031618964,WEA08
howF952,CTY29,,IE0031619152,BAT03
howF953,CTY31,,IE0034203483,WEA11
howF954,CTY32,,IE0034204671,BAT01
howF955,CTY33,,IE0034205421,WEA01
howF956,CTY34,,IE0034390439,ROY01
howF957,CTY35,,IE00B19Z1F40,ROY03
howF958,CTY36,,IE00B19Z3367,CTY29
howF959,CTY37,57001,IE00B19Z3581,CTY28
howF960,CTY38,57002,IE00B19Z3920,CTY30
howF961,CTY40,58033,IE00B19Z3V48,WEA09
howF962,CTY41,58001,IE00B19Z4449,BAT02
howF963,CTY42,,IE00B19Z4555,BAT24
howF964,CTY44,58031,IE00B19Z5636,WEA12
howF965,CTY47,58006,IE00B19Z6F94,ROY02
howF966,CTY48,58024,IE00B19Z6G02,ROY04
howF967,CTY49,,IE00B19Z6R17,WEA02
howF968,CTY50,,IE00B19Z3Z85,BAT05
howF969,CTY51,,IE00B19Z4X37,WEA15
howF970,CTY56,,IE00B19Z6Y83,WEA16
howF971,CTY57,,IE00B19Z6Z90,WEA20
howF972,CTY60,,IE00B19Z8X17,CLB10
howF973,CTY61,,IE00B19Z8W00,CLB06
howF974,CTY62,,IE00B19Z9059,CLB08
howF975,CTY63,58035,IE00B19Z9505,CLB07
howF976,CTY64,58036,IE00B19Z9612,CLB09
howF977,CTY66,58025,IE00B1BXHP82,WEA17
howF978,CTY71,58039,IE00B23Z7H10,WEA24
howF979,CTY72,58011,IE00B23Z7K49,WEA25
howF980,CTY73,58026,IE00B23Z9N10,WEA26
howF981,CTY76,,IE00B2417L25,WEA21
howF982,CTY77,58040,IE00B2417S93,WEA27
howF983,CTY84,,IE00B23Z8K14,
howF984,CTY85,,IE00B23Z8L21,
howF985,CTY86,58010,IE00B23Z7J34,WEA42
howF986,CTY91,,IE00B23Z8014,WEA55
howF987,CTY92,,IE00B23Z7X77,WEA51
howF988,CTY93,,IE00B23Z8121,WEA56
howF989,CTYA0,,IE00B2417X47,WEA37
howF990,CTYA1,,IE00B2417W30,WEA50
howF991,CTYB8,,IE00B23Z9R57,WEA53
howF992,CTYC3,,IE00B23Z6414,CTY35
howF993,CTYC4,,IE00B23Z6745,
howF994,CTYD0,,IE00B241CP14,
howF995,CTYD1,,IE00B241CZ12,
howF996,CTYE4,,IE00B23ZBZ74,ROY06
howF997,CTYE6,,IE00B0D44408,
howF998,CTYE7,,IE00B19Z4332,
howF999,CTYE8,,IE00B0D43R60,WEA54
howF1000,CTYE9,,IE00B23Z8451,WEA57
howF1001,CTYF3,,IE00B0D43T84,
howF1002,CTYF4,,IE00B0D44069,
howF1003,CTYF5,,IE00B19Z3474,
howF1004,CTYF6,,IE00B19Z9380,
howF1005,CTYF7,,IE00B19Z9497,
howF1006,CTYG0,,IE00B0D44390,ROY07
howF1007,CTYG2,,IE0034203939,CTY31
howF1008,CTYG3,58032,IE00B19Z5Q35,CTY33
howF1009,CTYG4,,IE00B19Z5M96,CTY32
howF1010,CTYG5,58052,IE00B19Z5R42,CTY34
howF1011,CTYG6,,IE0034204895,BAT06
howF1012,CTYG7,58004,IE00B19Z5X02,BAT08
howF1013,CTYG8,,IE00B19Z5T65,BAT07
howF1014,CTYG9,58005,IE00B19Z5Y19,BAT09
howF1015,CTYH5,,IE00B19ZC514,BAT11
howF1016,CTYH6,58008,IE00B19ZCC84,BAT10
howF1017,CTYH8,58009,IE00B19ZCD91,BAT12
howF1018,CTYI0,,IE00BQJZX861,BAT14
howF1019,CTYI1,,IE00B19ZCB77,BAT17
howF1020,CTYI2,,IE00B241H013,BAT16
howF1021,CTYI3,,IE00B19ZB219,CLB12
howF1022,CTYI4,58037,IE00B1BXHZ80,CLB11
howF1023,CTYI6,58038,IE00B1BXJ072,CLB13
howF1024,CTYI7,,IE00B19ZB987,CLB16
howF1025,CTYI8,,IE00B241FP29,CLB15
howF1026,CTYJ0,,IE00B241FQ36,CLB17
howF1027,CTYJ1,,IE00B19Z9P08,CLB20
howF1028,CTYJ2,58007,IE00B19Z9Z06,CLB19
howF1029,CTYJ6,,IE00B241FC99,CLB23
howF1030,CTYJ7,,IE00B19Z9Y98,CLB26
howF1031,CTYJ8,,IE00B241FD07,CLB25
howF1032,CTYJ9,58013,IE00B3ML7W26,WEA28
howF1033,CTYK0,58017,IE00B556SN66,BAT22
howF1034,CTYK1,58023,IE00B19Z4J92,BAT21
howF1035,CTYK2,,IE00B23Z9426,BAT23
howF1036,CTYK3,,IE0031619046,BAT18
howF1037,CTYK4,58003,IE00B19Z4B17,BAT19
howF1038,CTYK5,,IE00B23Z8S99,BAT20
howF1039,CTYK6,58043,IE00B4Y6F282,WEA32
howF1040,CTYK7,58044,IE00B4Y6F407,WEA33
howF1041,CTYK8,,IE00B4Y6FS49,WEA34
howF1042,CTYK9,58041,IE00B2Q1FD82,WEA29
howF1043,CTYL0,58042,IE00B2Q1FG14,WEA30
howF1044,CTYL1,,IE00B2Q1FT43,WEA31
howF1045,CTYL2,,IE00B2Q1FF07,WEA35
howF1046,CTYL3,58016,IE00B52FBY81,WEA36
howF1047,CTYL4,58012,IE00B23Z9G43,WEA39
howF1048,CTYL5,,IE0034203152,WEA40
howF1049,CTYL6,58030,IE00B19Z4V13,WEA38
howF1050,CTYL7,,IE00B23Z9K88,WEA41
howF1051,CTYL8,58028,IE00B7SBJ061,WEA45
howF1052,CTYL9,58027,IE00B4XJJ152,WEA43
howF1053,CTYM0,58046,IE00B7T2MC11,WEA46
howF1054,CTYM1,58018,IE00B78RNS08,WEA44
howF1055,CTYM2,,IE00B23Z9L95,WEA47
howF1056,CTYM3,,IE00B3ZLVC75,WEA48
howF1057,CTYM4,,IE00B510R804,WEA49
howF1058,CTYM5,58014,IE00B3QFCM59,WEA58
howF1059,CTYM6,58015,IE00B3V5M979,WEA59
howF1060,CTYM7,58045,IE00B50KJJ61,WEA60
howF1061,CTYM8,,IE00B53R4L11,WEA61
howF1062,CTYM9,58034,IE00B19Z7Y58,WEA63
howF1063,CTYN0,,IE00B19Z7J08,WEA62
howF1064,CTYN1,58047,IE00BB0QYX57,CLB28
howF1065,CTYN2,,IE00BB36BZ36,WEA64
howF1066,CTYN3,,IE00BB36C279,WEA65
howF1067,CTYN4,,IE00B0D43V07,
howF1068,CTYN5,58021,IE00BQJZWZ67,BAT25
howF1069,CTYN6,58051,IE00BQJZX424,BAT27
howF1070,CTYN7,58049,IE00BQJZX200,BAT26
howF1071,CTYN8,58029,IE00BQJZX085,BAT30
howF1072,CTYN9,58050,IE00BQJZX317,BAT29
howF1073,CTYO0,58022,IE00BQJZX531,BAT28
howF1074,CTYO1,,IE00B7T3S609,WEA66
howF1075,CTYO2,,IE00BB36C162,
howF1076,CTYO3,58048,IE00BB0QYY64,BAT31
howF1077,CTYO4,,IE00B3FHN298,WEA67
howF1078,CTYO5,,IE00B3FHN413,WEA68
howF1079,CTYO6,,IE00B3FHN967,WEA69
howF1080,CTYO7,58020,IE00BDB5PG57,WEA71
howF1081,CTYO8,58019,IE00BCBHXZ96,WEA70
howF1082,CTYO9,,IE00B3TGKF47,WEA73
howF1083,CTYP0,,IE00B241B875,WEA72
howF1084,DWS01,76001,LU0273164847,DWS01
howF1085,DWS02,76028,LU0273158872,DWS02
howF1086,DWS03,76003,LU0273170141,DWS09
howF1087,DWS04,76013,LU0179219752,DWS10
howF1088,DWS05,76016,LU0273160340,DWS05
howF1089,DWS06,76011,LU0145634076,DWS06
howF1090,DWS08,76015,LU0236146774,DWS08
howF1091,DWS09,76030,LU0273164680,DWS03
howF1092,DWS10,76027,LU0273158526,DWS04
howF1093,DWS13,76005,LU0273227941,DWS11
howF1094,DWS14,76025,LU0237014641,DWS12
howF1095,DWS15,,LU0179219919,DWS51
howF1096,DWS16,,LU0179220255,DWS52
howF1097,DWS17,,LU0298697664,DWS59
howF1098,DWS18,,LU0273147594,DWS58
howF1099,DWS20,,LU0237015291,DWS56
howF1100,DWS21,,LU0237015457,DWS57
howF1101,DWS22,,LU0236146857,DWS53
howF1102,DWS23,,LU0236147079,DWS54
howF1103,DWS24,,LU0145634662,DWS49
howF1104,DWS25,,LU0145635123,DWS50
howF1105,DWS26,,LU0273179522,DWS31
howF1106,DWS27,,LU0179220412,DWS32
howF1107,DWS28,,LU0273177237,DWS45
howF1108,DWS29,,LU0273147164,DWS46
howF1109,DWS30,,LU0273177401,DWS43
howF1110,DWS31,,LU0273147834,DWS44
howF1111,DWS33,,LU0273228162,DWS47
howF1112,DWS34,,LU0237015887,DWS48
howF1113,DWS35,,LU0236150610,DWS55
howF1114,DWS36,,LU0145635479,DWS42
howF1115,DWS37,76021,LU0273161231,DWS19
howF1116,DWS38,,LU0273174648,DWS20
howF1117,DWS39,,LU0145649181,DWS22
howF1118,DWS40,76012,LU0145648290,DWS21
howF1119,DWS41,76004,LU0273227784,DWS15
howF1120,DWS42,,LU0273227354,DWS16
howF1121,DWS43,,LU0210302369,DWS18
howF1122,DWS44,76014,LU0210301635,DWS17
howF1123,DWS45,76023,LU0273164177,DWS26
howF1124,DWS46,,LU0273176932,DWS27
howF1125,DWS47,,LU0273146190,DWS29
howF1126,DWS48,76026,LU0273157635,DWS28
howF1127,DWS49,,LU0329761406,DWS23
howF1128,DWS50,,LU0329760267,DWS24
howF1129,DWS51,76017,LU0329760002,DWS25
howF1130,DWS52,76018,LU0329761232,DWS30
howF1131,DWS53,76002,LU0273165570,DWS35
howF1132,DWS54,,LU0273177823,DWS36
howF1133,DWS55,,LU0273148212,DWS33
howF1134,DWS56,76029,LU0273159177,DWS34
howF1135,DWS57,76022,LU0273161744,DWS39
howF1136,DWS58,,LU0273175025,DWS40
howF1137,DWS59,,LU0236154950,DWS38
howF1138,DWS60,76024,LU0236153390,DWS37
howF1139,DWS61,76020,LU0507266491,DWS64
howF1140,DWS62,,LU0507266574,DWS63
howF1141,DWS63,,LU0507266228,DWS61
howF1142,DWS64,76019,LU0507265923,DWS62
howF1143,DWS65,76010,LU0911038429,DWS65
howF1144,DWS66,,LU0616840772,DWS67
howF1145,DWS67,76007,LU0616839501,DWS66
howF1146,DWS68,76009,LU0740838031,DWS68
howF1147,DWS69,76006,LU0544572604,DWS69
howF1148,DWS70,76008,LU0616840939,DWS70
howF1149,DWS71,,LU0813334322,DWS72
howF1150,DWS72,,LU0911036480,DWS71
howF1151,EDM01,,EDR01,HSI02
howF1152,EDM02,,EDR02,HSI01
howF1153,EDM03,,EDR03,HSI06
howF1154,EDM04,,EDR04,HSI03
howF1155,EDM05,,EDR05,HSI04
howF1156,EDM06,,EDR06,HSI05
howF1157,EDM07,,EDR07,HSI07
howF1158,EDM08,,EDR08,HSI08
howF1159,EDM09,,EDR09,HSI09
howF1160,EDM10,,EDR10,HSI10
howF1161,EDM11,,EDR11,HSI11
howF1162,EDM13,,EDR13,HSI13
howF1163,EDM14,,EDR14,HSI14
howF1164,EDM16,,EDR16,HSI16
howF1165,EDM17,,EDR18,HSI18
howF1166,EDM18,,EDR17,HSI17
howF1167,EDM20,,EDR20,HSI20
howF1168,EDM21,,EDR21,HSI21
howF1169,EDM22,,EDR22,HSI22
howF1170,EDM23,,EDR23,HSI23
howF1171,EDM24,,EDR24,HSI25
howF1172,EDM25,,EDR25,HSI24
howF1173,EUZ01,64003,LU0114074718,SAN04
howF1174,EUZ02,64006,LU0299364041,SAN09
howF1175,EUZ03,64018,LU0090981357,SAN01
howF1176,EUZ04,64039,LU0299359397,SAN06
howF1177,EUZ05,64016,LU0090980466,SAN03
howF1178,EUZ06,64040,LU0299359553,SAN08
howF1179,EUZ07,64026,LU0130323438,SAN02
howF1180,EUZ08,64037,LU0299357342,SAN07
howF1181,EUZ09,64010,LU0012157102,SAN05
howF1182,EUZ10,64046,LU0299362771,SAN10
howF1183,EUZ11,64014,LU0090979021,SAN11
howF1184,EUZ12,64005,LU0299363662,SAN12
howF1185,EUZ13,64013,LU0090978643,SAN17
howF1186,EUZ14,64045,LU0114064677,SAN15
howF1187,EUZ15,64042,LU0299359983,SAN16
howF1188,EUZ16,64002,LU0114070138,SAN18
howF1189,EUZ17,64044,LU0299362425,SAN19
howF1190,EUZ18,64012,LU0130322620,SAN13
howF1191,EUZ19,64038,LU0299358662,SAN14
howF1192,EUZ20,64035,LU0155228959,SAN30
howF1193,EUZ23,64025,LU0130323198,SAN31
howF1194,EUZ26,64011,LU0114033284,SAN32
howF1195,EUZ30,64034,LU0155226151,SAN34
howF1196,EUZ33,64027,LU0155179483,SAN35
howF1197,EUZ39,,LU0335991534,
howF1198,EUZ40,64015,LU0090980383,SAN23
howF1199,EUZ41,64041,LU0299359710,SAN22
howF1200,EUZ43,64001,LU0114064917,SAN21
howF1201,EUZ44,64043,LU0299361534,SAN20
howF1202,EUZ45,64036,LU0155505208,SAN33
howF1203,EUZ48,64017,LU0090981274,SAN24
howF1204,EUZ49,64007,LU0299921006,SAN25
howF1205,EUZ51,64008,LU0497415298,SAN29
howF1206,EUZ52,64019,LU0497422583,SAN28
howF1207,EUZ53,64009,LU0497415611,SAN27
howF1208,EUZ54,64020,LU0497424365,SAN26
howF1209,EUZ55,,LU0497416007,SAN36
howF1210,EUZ56,64023,LU1158069127,SAN43
howF1211,EUZ57,64024,LU1158069390,SAN44
howF1212,EUZ58,64029,LU1158069473,SAN45
howF1213,EUZ59,64021,LU1158068749,SAN41
howF1214,EUZ60,64022,LU1158069044,SAN42
howF1215,EUZ61,64030,LU1240313202,SAN39
howF1216,EUZ62,64033,LU1240313897,SAN37
howF1217,EUZ63,64031,LU1240313467,SAN40
howF1218,EUZ64,64032,LU1240313624,SAN38
howF1219,EUZ65,64004,LU0130322117,SAN46
howF1220,EUZ66,64028,LU0155224883,SAN47
howF1221,EUZ67,,,
howF1222,EUZ68,,LU0497418391,
howF1223,EUZ69,,,
howF1224,FHA02,,CIFGBF,CIF06
howF1225,FHA03,,CIFGEF,CIF02
howF1226,FHA05,,CIFGBFUSD,
howF1227,FHA06,,CIFGEFUSD,CIF01
howF1228,FHA07,,CIFEBF,CIF12
howF1229,FHA08,,CIFEBFUSD,CIF11
howF1230,FHA09,,CIFGHIO,CIF08
howF1231,FHA10,,CIFGHIOUSD,CIF07
howF1232,FHA13,99012,CIFEBFT,CIF13
howF1233,FHA14,99014,CIFEBFTUSD,CIF14
howF1234,FHA17,99015,CIFGBFT,CIF17
howF1235,FHA18,99016,CIFGBFTUSD,CIF18
howF1236,FHA19,99004,CIFGEFT,CIF19
howF1237,FHA20,99005,CIFGEFTUSD,CIF20
howF1238,FHA21,99006,CIFGHIOT,CIF23
howF1239,FHA22,99013,CIFGHIOTD,
howF1240,FHA23,99017,CIFGHIOTDUSD,CIF26
howF1241,FHA24,99018,CIFGHIOTUSD,CIF24
howF1242,FHA27,,CIETOPBEUR,CIF34
howF1243,FHA28,,CIETOPBUSD,CIF35
howF1244,FHA29,99002,CIETOPTEUR,CIF36
howF1245,FHA30,99003,CIETOPTUSD,CIF37
howF1246,FHA31,,CIEMFBEUR,CIF31
howF1247,FHA32,,CIEMFBUSD,CIF32
howF1248,FHA33,99022,CIEMFTUSD,CIF33
howF1249,FHA34,,CIEMDBEUR,CIF27
howF1250,FHA35,,CIEMDBUSD,CIF28
howF1251,FHA36,99010,CIEMDTEUR,CIF29
howF1252,FHA37,99021,CIEMDTUSD,CIF30
howF1253,FHA38,99011,CIEMDTFDEUR,CIF38
howF1254,FHA39,99020,CIEMDTFDUSD,CIF39
howF1255,FHA44,99023,CIETOPTDEUR,CIF44
howF1256,FHA45,99001,CIETOPTDUSD,CIF45
howF1257,FHA46,,CIFGEFXEUR,CIF48
howF1258,FHA47,,CIFGEFXUSD,CIF49
howF1259,FHA48,,CIFGHIOXEUR,CIF50
howF1260,FHA49,,CIFGHIOXUSD,CIF51
howF1261,FHA50,,CIETOPXEUR,CIF56
howF1262,FHA51,,CIETOPXUSD,CIF57
howF1263,FHA52,,CIEMFXEUR,CIF54
howF1264,FHA53,,CIEMFXUSD,CIF55
howF1265,FHA54,,CIEMDXEUR,CIF52
howF1266,FHA55,,CIEMDXUSD,CIF53
howF1267,FHA56,,CIEGBEUR,CIF58
howF1268,FHA57,,CIEGBUSD,CIF59
howF1269,FHA58,99008,CIEGTEUR,CIF46
howF1270,FHA59,99009,CIEGTUSD,CIF47
howF1271,FHA60,,CIEGXEUR,CIF60
howF1272,FHA61,,CIEGXUSD,CIF61
howF1273,FHA62,,CIEGBHUSD,CIF62
howF1274,FHA63,,CIFICABUSD,CIF64
howF1275,FHA64,,CIFICABEUR,CIF63
howF1276,FHA65,99007,CIFICATUSD,CIF66
howF1277,FHA66,99019,CIFICATEUR,CIF65
howF1278,FLZ02,,150,FLZ02
howF1279,FLZ06,,106,FLZ06
howF1280,FLZ07,,108,FLZ07
howF1281,FLZ08,,158,FLZ08
howF1282,FLZ12,,102,FLZ12
howF1283,FLZ13,,101,FLZ13
howF1284,FLZ14,,104,
howF1285,FLZ16,,415,FLZ16
howF1286,FLZ17,,103,FLZ17
howF1287,FLZ21,,454,FLZ21
howF1288,FLZ22,116021,801,FLZ22
howF1289,FLZ23,116056,803,FLZ23
howF1290,FLZ25,116057,805,FLZ25
howF1291,FLZ26,116059,809,FLZ26
howF1292,FLZ27,116055,802,FLZ27
howF1293,FLZ28,,804,FLZ28
howF1294,FLZ29,116060,810,FLZ29
howF1295,FLZ30,116062,813,FLZ30
howF1296,FLZ33,116061,812,FLZ33
howF1297,FLZ36,116063,815,FLZ36
howF1298,FLZ38,116064,817,FLZ38
howF1299,FLZ41,116067,825,FLZ41
howF1300,FLZ44,116004,773,FLZ44
howF1301,FLZ45,116095,676,FLZ45
howF1302,FLZ46,,852,FLZ46
howF1303,FLZ48,,761,FLZ48
howF1304,FLZ49,,859,FLZ49
howF1305,FLZ50,,863,FLZ50
howF1306,FLZ51,,864,FLZ51
howF1307,FLZ52,,867,FLZ52
howF1308,FLZ53,,865,FLZ53
howF1309,FLZ55,116071,836,FLZ54
howF1310,FLZ56,116070,833,FLZ55
howF1311,FLZ58,116069,830,FLZ57
howF1312,FLZ59,116029,587,FLZ60
howF1313,FLZ60,,588,FLZ67
howF1314,FLZ61,116002,769,FLZ62
howF1315,FLZ62,116003,770,FLZ64
howF1316,FLZ63,116015,793,FLZ58
howF1317,FLZ64,116016,794,FLZ63
howF1318,FLZ65,116066,824,FLZ59
howF1319,FLZ66,116068,828,FLZ61
howF1320,FLZ67,,860,FLZ65
howF1321,FLZ68,,866,FLZ66
howF1322,FLZ69,,708,FLZH7
howF1323,FLZ70,116048,549,FLZ68
howF1324,FLZ71,,272,FLZ69
howF1325,FLZ72,,275,FLZ70
howF1326,FLZ73,,879,FLZ74
howF1327,FLZ74,,880,FLZ72
howF1328,FLZ75,,881,FLZ71
howF1329,FLZ76,,883,FLZ75
howF1330,FLZ77,,270,FLZ76
howF1331,FLZ78,116024,361,FLZ79
howF1332,FLZ79,,363,FLZ83
howF1333,FLZ80,116025,385,FLZ78
howF1334,FLZ81,,387,FLZ82
howF1335,FLZ82,116017,795,FLZ77
howF1336,FLZ83,116018,796,FLZ81
howF1337,FLZ84,116019,797,FLZ80
howF1338,FLZ85,,853,FLZ85
howF1339,FLZ86,,862,FLZ84
howF1340,FLZ87,,271,FLZ89
howF1341,FLZ88,,273,FLZ87
howF1342,FLZ89,,274,FLZ88
howF1343,FLZ90,116036,358,FLZ86
howF1344,FLZ91,116046,486,FLZ91
howF1345,FLZ92,116047,533,FLZ90
howF1346,FLZ93,116039,384,FLZA8
howF1347,FLZ94,116096,750,FLZA9
howF1348,FLZ95,116001,751,FLZA6
howF1349,FLZ96,116005,777,FLZB1
howF1350,FLZ97,116007,779,FLZA7
howF1351,FLZ98,116008,781,FLZB2
howF1352,FLZ99,,107,FLZ04
howF1353,FLZA0,116020,799,FLZ94
howF1354,FLZA1,,858,FLZ96
howF1355,FLZA2,116033,280,FLZ95
howF1356,FLZA3,116013,790,FLZ97
howF1357,FLZA4,,670,FLZ98
howF1358,FLZA5,116072,839,FLZ92
howF1359,FLZA6,,760,FLZ93
howF1360,FLZA7,,776,FLH19
howF1361,FLZA8,116035,352,FLZA4
howF1362,FLZA9,116014,791,FLZA3
howF1363,FLZB1,116051,575,FLZA0
howF1364,FLZB2,,768,FLZA1
howF1365,FLZB3,,885,FLZ99
howF1366,FLZB4,116058,806,FLZ24
howF1367,FLZB5,,854,FLZ47
howF1368,FLZB6,116065,822,FLZA2
howF1369,FLZB7,116012,788,FLZB0
howF1370,FLZB8,116040,419,FLZB3
howF1371,FLZB9,116041,422,FLZB4
howF1372,FLZC0,116026,427,FLZB5
howF1373,FLZC1,,430,FLZB7
howF1374,FLZC2,116043,429,FLZB6
howF1375,FLZC3,116076,1049,FLZB8
howF1376,FLZC4,,1050,FLZB9
howF1377,FLZC5,,1051,FLZC0
howF1378,FLZC6,116011,786,FLZC1
howF1379,FLZC7,116077,1105,FLZC2
howF1380,FLZC8,,1147,FLZC6
